tempo_h,p_man,q_tr
"65,025010","4,226915","191,443562"
"66,025394","4,226915","191,443562"
"67,025779","4,226915","191,443562"
"68,026164","4,226915","191,443562"
"69,026549","4,226915","191,443562"
"70,026933","4,226915","191,443562"
"71,027318","4,226915","191,443562"
"72,027703","4,226915","191,443562"
"73,028088","4,226915","191,443562"
"74,028472","4,226915","191,443562"
"75,028857","4,226915","191,443562"
"76,029242","4,226915","191,443562"
"77,029627","4,226915","191,443562"
"78,030012","4,226915","191,443562"
"79,030396","4,226915","191,443562"
"80,030781","4,226915","191,443562"
"81,031166","4,226915","191,443562"
"82,031551","4,226915","191,443562"
"83,031935","4,226915","191,443562"
"84,032320","4,226915","191,443562"
"85,032705","4,226915","191,443562"
"86,033090","4,226915","191,443562"
"87,033474","4,226915","191,443562"
"88,033859","4,226915","191,443562"
"89,034244","4,226915","191,443562"
"90,034629","4,226915","191,443562"
"91,035013","4,226915","191,443562"
"92,035398","4,226915","191,443562"
"93,035783","4,226915","191,443562"
"94,036168","4,226915","191,443562"
"95,036553","4,226915","191,443562"
"96,036937","4,226915","191,443562"
"97,037322","4,226915","191,443562"
"98,037707","4,226915","191,443562"
"99,038092","4,226915","191,443562"
"100,038476","4,226915","191,443562"
"101,038861","3,394557","204,894383"
"102,039246","2,633869","204,365821"
"103,039631","1,941451","203,883618"
"104,040015","1,311054","203,443707"
"105,040400","0,737103","203,042435"
"106,040785","0,214533","202,676459"
"107,041170","-0,261265","202,342718"
"108,041554","-0,694482","202,038411"
"109,041939","-1,088935","201,760971"
"110,042324","-1,448095","201,508053"
"111,042709","-1,775125","201,277512"
"112,043093","-2,072900","201,067385"
"113,043478","-2,344040","200,875880"
"114,043863","-2,590929","200,701360"
"115,044248","-2,815737","200,542328"
"116,044633","-3,020440","200,397420"
"117,045017","-3,206837","200,265388"
"118,045402","-3,376566","200,145093"
"119,045787","-3,531117","200,035499"
"120,046172","-3,671849","199,935657"
"121,046556","-3,799997","199,844703"
"122,046941","-3,916688","199,761849"
"123,047326","-4,022944","199,686376"
"124,047711","-4,119701","199,617628"
"125,048095","-4,207807","199,555009"
"126,048480","-4,288034","199,497973"
"127,048865","-4,361088","199,446024"
"128,049250","-4,427611","199,398709"
"129,049634","-4,488186","199,355615"
"130,050019","-4,543345","199,316367"
"131,050404","-4,593573","199,280622"
"132,050789","-4,639311","199,248066"
"133,051174","-4,680961","199,218417"
"134,051558","-4,718887","199,191415"
"135,051943","-4,753423","199,166824"
"136,052328","-4,784871","199,144429"
"137,052713","-4,813509","199,124033"
"138,053097","-4,839586","199,105460"
"139,053482","-4,863332","199,088545"
"140,053867","-4,884955","199,073141"
"141,054252","-4,904646","199,059113"
"142,054636","-4,922576","199,046338"
"143,055021","-4,938904","199,034705"
"144,055406","-4,953772","199,024111"
"145,055791","-4,967311","199,014463"
"146,056175","-4,979640","199,005678"
"147,056560","-4,990866","198,997678"
"148,056945","-5,001090","198,990392"
"149,057330","-5,010399","198,983757"
"150,057715","-5,018876","198,977716"
"151,058099","-5,026596","198,972214"
"152,058484","-5,033625","198,967204"
"153,058869","-5,040026","198,962642"
"154,059254","-5,045855","198,958487"
"155,059638","-5,051163","198,954704"
"156,060023","-5,055996","198,951259"
"157,060408","-5,060397","198,948122"
"158,060793","-5,064405","198,945265"
"159,061177","-5,068055","198,942663"
"160,061562","-5,071378","198,940294"
"161,061947","-5,074405","198,938137"
"162,062332","-5,077160","198,936172"
"163,062716","-5,079670","198,934384"
"164,063101","-5,081955","198,932755"
"165,063486","-5,084035","198,931272"
"166,063871","-5,085928","198,929922"
"167,064255","-5,087653","198,928693"
"168,064640","-5,089223","198,927574"
"169,065025","-5,090653","198,926554"
"170,065410","-5,091955","198,925626"
"171,065795","-5,093140","198,924781"
"172,066179","-5,094220","198,924012"
"173,066564","-5,095203","198,923311"
"174,066949","-5,096098","198,922673"
"175,067334","-5,096914","198,922091"
"176,067718","-5,097657","198,921562"
"177,068103","-5,098333","198,921079"
"178,068488","-5,098949","198,920640"
"179,068873","-5,099510","198,920240"
"180,069257","-5,100022","198,919876"
"181,069642","-5,100487","198,919544"
"182,070027","-5,100911","198,919242"
"183,070412","-5,101297","198,918966"
"184,070796","-5,101649","198,918716"
"185,071181","-5,101969","198,918488"
"186,071566","-5,102260","198,918280"
"187,071951","-5,102526","198,918091"
"188,072336","-5,102767","198,917918"
"189,072720","-5,102987","198,917761"
"190,073105","-5,103188","198,917618"
"191,073490","-5,103371","198,917488"
"192,073875","-5,103537","198,917370"
"193,074259","-5,103689","198,917262"
"194,074644","-5,103827","198,917163"
"195,075029","-5,103952","198,917073"
"196,075414","-5,104067","198,916992"
"197,075798","-5,104171","198,916918"
"198,076183","-5,104266","198,916850"
"199,076568","-5,104353","198,916788"
"200,076953","-5,104353","198,916788"
"201,077337","-4,246842","185,094083"
"202,077722","-3,465103","185,688071"
"203,078107","-2,755604","186,225682"
"204,078492","-2,111563","186,712481"
"205,078876","-1,526928","187,153385"
"206,079261","-0,996217","187,552809"
"207,079646","-0,514453","187,914730"
"208,080031","-0,077124","188,242724"
"209,080416","0,319870","188,540019"
"210,080800","0,680250","188,809529"
"211,081185","1,007393","189,053881"
"212,081570","1,304362","189,275449"
"213,081955","1,573942","189,476378"
"214,082339","1,818658","189,658608"
"215,082724","2,040803","189,823894"
"216,083109","2,242458","189,973821"
"217,083494","2,425514","190,109828"
"218,083878","2,591685","190,233213"
"219,084263","2,742529","190,345153"
"220,084648","2,879459","190,446721"
"221,085033","3,003758","190,538873"
"222,085417","3,116592","190,622488"
"223,085802","3,219018","190,698376"
"224,086187","3,311995","190,767218"
"225,086572","3,396396","190,829700"
"226,086957","3,473012","190,886435"
"227,087341","3,542560","190,937834"
"228,087726","3,605692","190,984562"
"229,088111","3,663001","191,026973"
"230,088496","3,715023","191,065422"
"231,088880","3,762246","191,100333"
"232,089265","3,805113","191,132021"
"233,089650","3,844026","191,160781"
"234,090035","3,879349","191,186885"
"235,090419","3,911414","191,210578"
"236,090804","3,940521","191,232083"
"237,091189","3,966943","191,251602"
"238,091574","3,990927","191,269319"
"239,091958","4,012699","191,285400"
"240,092343","4,032461","191,299996"
"241,092728","4,050400","191,313245"
"242,093113","4,066684","191,325270"
"243,093497","4,081464","191,336185"
"244,093882","4,094882","191,346092"
"245,094267","4,107061","191,355085"
"246,094652","4,118116","191,363248"
"247,095037","4,128152","191,370657"
"248,095421","4,137262","191,377383"
"249,095806","4,145532","191,383488"
"250,096191","4,153038","191,389030"
"251,096576","4,159853","191,394061"
"252,096960","4,166039","191,398628"
"253,097345","4,171654","191,402773"
"254,097730","4,176752","191,406536"
"255,098115","4,181379","191,409951"
"256,098499","4,185579","191,413052"
"257,098884","4,189392","191,415866"
"258,099269","4,192853","191,418421"
"259,099654","4,195995","191,420740"
"260,100038","4,198847","191,422846"
"261,100423","4,201436","191,424757"
"262,100808","4,203786","191,426491"
"263,101193","4,205920","191,428066"
"264,101578","4,207857","191,429496"
"265,101962","4,209615","191,430793"
"266,102347","4,211210","191,431971"
"267,102732","4,212659","191,433040"
"268,103117","4,213974","191,434011"
"269,103501","4,215168","191,434892"
"270,103886","4,216251","191,435692"
"271,104271","4,217235","191,436418"
"272,104656","4,218128","191,437077"
"273,105040","4,218939","191,437675"
"274,105425","4,219674","191,438218"
"275,105810","4,220342","191,438711"
"276,106195","4,220949","191,439159"
"277,106579","4,221499","191,439565"
"278,106964","4,221999","191,439934"
"279,107349","4,222452","191,440268"
"280,107734","4,222864","191,440572"
"281,108119","4,223238","191,440848"
"282,108503","4,223577","191,441098"
"283,108888","4,223885","191,441326"
"284,109273","4,224164","191,441532"
"285,109658","4,224418","191,441719"
"286,110042","4,224648","191,441889"
"287,110427","4,224857","191,442043"
"288,110812","4,225046","191,442183"
"289,111197","4,225218","191,442310"
"290,111581","4,225374","191,442425"
"291,111966","4,225515","191,442529"
"292,112351","4,225644","191,442624"
"293,112736","4,225760","191,442710"
"294,113120","4,225866","191,442788"
"295,113505","4,225962","191,442859"
"296,113890","4,226049","191,442923"
"297,114275","4,226129","191,442982"
"298,114659","4,226201","191,443035"
"299,115044","4,226267","191,443084"
"300,115429","4,226267","191,443084"
"301,115814","4,226326","191,443127"
"302,116199","4,226378","191,443166"
"303,116583","4,226425","191,443200"
"304,116968","4,226465","191,443230"
"305,117353","4,226504","191,443259"
"306,117738","4,226538","191,443284"
"307,118122","4,226571","191,443309"
"308,118507","4,226600","191,443329"
"309,118892","4,226627","191,443350"
"310,119277","4,226651","191,443367"
"311,119661","4,226674","191,443385"
"312,120046","4,226696","191,443400"
"313,120431","4,226716","191,443415"
"314,120816","4,226734","191,443429"
"315,121200","4,226751","191,443441"
"316,121585","4,226767","191,443453"
"317,121970","4,226781","191,443463"
"318,122355","4,226793","191,443472"
"319,122740","4,226806","191,443481"
"320,123124","4,226817","191,443490"
"321,123509","4,226827","191,443498"
"322,123894","4,226837","191,443504"
"323,124279","4,226845","191,443511"
"324,124663","4,226853","191,443516"
"325,125048","4,226859","191,443521"
"326,125433","4,226866","191,443526"
"327,125818","4,226872","191,443530"
"328,126202","4,226877","191,443534"
"329,126587","4,226881","191,443537"
"330,126972","4,226885","191,443540"
"331,127357","4,226889","191,443543"
"332,127741","4,226891","191,443545"
"333,128126","4,226894","191,443547"
"334,128511","4,226897","191,443549"
"335,128896","4,226900","191,443551"
"336,129280","4,226902","191,443552"
"337,129665","4,226904","191,443554"
"338,130050","4,226905","191,443555"
"339,130435","4,226906","191,443556"
"340,130820","4,226908","191,443557"
"341,131204","4,226909","191,443558"
"342,131589","4,226910","191,443558"
"343,131974","4,226911","191,443559"
"344,132359","4,226911","191,443560"
"345,132743","4,226912","191,443560"
"346,133128","4,226913","191,443560"
"347,133513","4,226913","191,443561"
"348,133898","4,226914","191,443561"
"349,134282","4,226914","191,443561"
"350,134667","4,226914","191,443562"
"351,135052","4,226915","191,443562"
"352,135437","4,226915","191,443562"
"353,135821","4,226915","191,443562"
"354,136206","4,226915","191,443562"
"355,136591","4,226915","191,443562"
"356,136976","4,226915","191,443562"
"357,137361","4,226915","191,443562"
"358,137745","4,226915","191,443562"
"359,138130","4,226915","191,443562"
"360,138515","4,226915","191,443562"
"361,138900","4,226915","191,443562"
"362,139284","4,226915","191,443562"
"363,139669","4,226915","191,443563"
"364,140054","4,226916","191,443563"
"365,140439","4,226916","191,443563"
"366,140823","4,226916","191,443563"
"367,141208","4,226916","191,443563"
"368,141593","4,226916","191,443563"
"369,141978","4,226916","191,443563"
"370,142362","4,226916","191,443563"
"371,142747","4,226916","191,443563"
"372,143132","4,226916","191,443563"
"373,143517","4,226916","191,443563"
"374,143902","4,226916","191,443563"
"375,144286","4,226916","191,443563"
"376,144671","4,226916","191,443563"
"377,145056","4,226916","191,443563"
"378,145441","4,226916","191,443563"
"379,145825","4,226916","191,443563"
"380,146210","4,226916","191,443563"
"381,146595","4,226916","191,443563"
"382,146980","4,226916","191,443563"
"383,147364","4,226916","191,443563"
"384,147749","4,226916","191,443563"
"385,148134","4,226916","191,443563"
"386,148519","4,226916","191,443563"
"387,148903","4,226916","191,443563"
"388,149288","4,226916","191,443563"
"389,149673","4,226916","191,443563"
"390,150058","4,226916","191,443563"
"391,150442","4,226916","191,443563"
"392,150827","4,226916","191,443563"
"393,151212","4,226916","191,443563"
"394,151597","4,226916","191,443563"
"395,151982","4,226916","191,443563"
"396,152366","4,226916","191,443563"
"397,152751","4,226915","191,443563"
"398,153136","4,226915","191,443563"
"399,153521","4,226915","191,443563"
"400,153905","4,226915","191,443563"
"401,154290","3,705507","191,061095"
"402,154675","3,171148","190,665625"
"403,155060","2,687265","190,306869"
"404,155444","2,249214","189,981565"
"405,155829","1,852658","189,686639"
"406,156214","1,493660","189,419288"
"407,156599","1,168659","189,176961"
"408,156983","0,874433","188,957336"
"409,157368","0,608064","188,758307"
"410,157753","0,366913","188,577956"
"411,158138","0,148589","188,414542"
"412,158523","-0,049069","188,266486"
"413,158907","-0,228019","188,132352"
"414,159292","-0,390033","188,010838"
"415,159677","-0,536713","187,900764"
"416,160062","-0,669512","187,801055"
"417,160446","-0,789745","187,710741"
"418,160831","-0,898600","187,628940"
"419,161216","-0,997154","187,554851"
"420,161601","-1,086383","187,487749"
"421,161985","-1,167169","187,426978"
"422,162370","-1,240311","187,371942"
"423,162755","-1,306533","187,322101"
"424,163140","-1,366489","187,276964"
"425,163524","-1,420773","187,236090"
"426,163909","-1,469920","187,199077"
"427,164294","-1,514418","187,165558"
"428,164679","-1,554706","187,135207"
"429,165063","-1,591182","187,107726"
"430,165448","-1,624207","187,082835"
"431,165833","-1,654108","187,060303"
"432,166218","-1,681180","187,039901"
"433,166603","-1,705691","187,021415"
"434,166987","-1,727883","187,004695"
"435,167372","-1,747975","186,989555"
"436,167757","-1,766167","186,975807"
"437,168142","-1,782638","186,963418"
"438,168526","-1,797550","186,952164"
"439,168911","-1,811052","186,941959"
"440,169296","-1,823277","186,932778"
"441,169681","-1,834345","186,924413"
"442,170065","-1,844366","186,916846"
"443,170450","-1,853439","186,910045"
"444,170835","-1,861654","186,903795"
"445,171220","-1,869091","186,898209"
"446,171604","-1,875825","186,893126"
"447,171989","-1,881922","186,888484"
"448,172374","-1,887442","186,884411"
"449,172759","-1,892440","186,880571"
"450,173144","-1,896965","186,877159"
"451,173528","-1,901062","186,874130"
"452,173913","-1,904771","186,871240"
"453,174298","-1,908129","186,868791"
"454,174683","-1,911170","186,866505"
"455,175067","-1,913923","186,864308"
"456,175452","-1,916416","186,862589"
"457,175837","-1,918673","186,860781"
"458,176222","-1,920716","186,859247"
"459,176606","-1,922566","186,857885"
"460,176991","-1,924240","186,856595"
"461,177376","-1,925757","186,855467"
"462,177761","-1,927129","186,854432"
"463,178145","-1,928371","186,853489"
"464,178530","-1,929496","186,852641"
"465,178915","-1,930514","186,851873"
"466,179300","-1,931436","186,851178"
"467,179684","-1,932271","186,850548"
"468,180069","-1,933027","186,849977"
"469,180454","-1,933712","186,849460"
"470,180839","-1,934333","186,848992"
"471,181224","-1,934895","186,848568"
"472,181608","-1,935404","186,848184"
"473,181993","-1,935865","186,847836"
"474,182378","-1,936283","186,847521"
"475,182763","-1,936661","186,847235"
"476,183147","-1,937004","186,846977"
"477,183532","-1,937314","186,846743"
"478,183917","-1,937595","186,846531"
"479,184302","-1,937849","186,846340"
"480,184686","-1,938079","186,846166"
"481,185071","-1,938287","186,846009"
"482,185456","-1,938475","186,845867"
"483,185841","-1,938646","186,845738"
"484,186225","-1,938800","186,845622"
"485,186610","-1,938940","186,845517"
"486,186995","-1,939066","186,845421"
"487,187380","-1,939180","186,845335"
"488,187765","-1,939284","186,845257"
"489,188149","-1,939378","186,845186"
"490,188534","-1,939463","186,845122"
"491,188919","-1,939539","186,845064"
"492,189304","-1,939609","186,845012"
"493,189688","-1,939672","186,844964"
"494,190073","-1,939729","186,844921"
"495,190458","-1,939780","186,844883"
"496,190843","-1,939826","186,844848"
"497,191227","-1,939868","186,844816"
"498,191612","-1,939906","186,844787"
"499,191997","-1,939941","186,844761"
"500,192382","-1,939941","186,844761"
"501,192766","-1,451500","187,210209"
"502,193151","-0,928263","187,603898"
"503,193536","-0,452811","187,960992"
"504,193921","-0,021171","188,284651"
"505,194306","0,370663","188,578026"
"506,194690","0,726359","188,843986"
"507,195075","1,049249","189,085124"
"508,195460","1,342359","189,303781"
"509,195845","1,608434","189,502073"
"510,196229","1,849969","189,681913"
"511,196614","2,069226","189,845033"
"512,196999","2,268260","189,992997"
"513,197384","2,448936","190,127223"
"514,197768","2,612946","190,248995"
"515,198153","2,761829","190,359473"
"516,198538","2,896979","190,459711"
"517,198923","3,019662","190,550661"
"518,199307","3,131029","190,633188"
"519,199692","3,232123","190,708075"
"520,200077","3,323892","190,776031"
"521,200462","3,407196","190,837699"
"522,200846","3,482815","190,893663"
"523,201231","3,551458","190,944451"
"524,201616","3,613768","190,990543"
"525,202001","3,670330","191,032374"
"526,202386","3,721674","191,070339"
"527,202770","3,768282","191,104796"
"528,203155","3,810589","191,136069"
"529,203540","3,848995","191,164453"
"530,203925","3,883857","191,190216"
"531,204309","3,915504","191,213599"
"532,204694","3,944231","191,234824"
"533,205079","3,970308","191,254088"
"534,205464","3,993980","191,271574"
"535,205848","4,015468","191,287446"
"536,206233","4,034974","191,301852"
"537,206618","4,052680","191,314928"
"538,207003","4,068753","191,326798"
"539,207387","4,083343","191,337572"
"540,207772","4,096588","191,347352"
"541,208157","4,108610","191,356229"
"542,208542","4,119524","191,364287"
"543,208927","4,129431","191,371602"
"544,209311","4,138424","191,378241"
"545,209696","4,146587","191,384268"
"546,210081","4,153997","191,389738"
"547,210466","4,160724","191,394704"
"548,210850","4,166830","191,399212"
"549,211235","4,172373","191,403303"
"550,211620","4,177404","191,407018"
"551,212005","4,181972","191,410389"
"552,212389","4,186118","191,413450"
"553,212774","4,189881","191,416228"
"554,213159","4,193298","191,418749"
"555,213544","4,196399","191,421039"
"556,213928","4,199214","191,423117"
"557,214313","4,201770","191,425003"
"558,214698","4,204089","191,426715"
"559,215083","4,206195","191,428269"
"560,215467","4,208106","191,429680"
"561,215852","4,209841","191,430960"
"562,216237","4,211415","191,432122"
"563,216622","4,212844","191,433177"
"564,217007","4,214141","191,434134"
"565,217391","4,215318","191,435003"
"566,217776","4,216387","191,435792"
"567,218161","4,217357","191,436508"
"568,218546","4,218237","191,437157"
"569,218930","4,219037","191,437748"
"570,219315","4,219762","191,438283"
"571,219700","4,220421","191,438769"
"572,220085","4,221020","191,439211"
"573,220469","4,221563","191,439612"
"574,220854","4,222056","191,439976"
"575,221239","4,222504","191,440306"
"576,221624","4,222910","191,440606"
"577,222008","4,223279","191,440879"
"578,222393","4,223614","191,441126"
"579,222778","4,223919","191,441351"
"580,223163","4,224195","191,441554"
"581,223548","4,224445","191,441739"
"582,223932","4,224673","191,441907"
"583,224317","4,224879","191,442060"
"584,224702","4,225067","191,442198"
"585,225087","4,225237","191,442324"
"586,225471","4,225392","191,442438"
"587,225856","4,225532","191,442541"
"588,226241","4,225659","191,442635"
"589,226626","4,225775","191,442721"
"590,227010","4,225880","191,442798"
"591,227395","4,225976","191,442869"
"592,227780","4,226062","191,442933"
"593,228165","4,226141","191,442991"
"594,228549","4,226212","191,443043"
"595,228934","4,226277","191,443091"
"596,229319","4,226336","191,443135"
"597,229704","4,226389","191,443174"
"598,230088","4,226438","191,443210"
"599,230473","4,226482","191,443242"
"600,230858","4,226482","191,443242"
"601,231243","4,226521","191,443271"
"602,231628","4,226556","191,443297"
"603,232012","4,226585","191,443319"
"604,232397","4,226614","191,443340"
"605,232782","4,226639","191,443358"
"606,233167","4,226663","191,443376"
"607,233551","4,226683","191,443391"
"608,233936","4,226704","191,443406"
"609,234321","4,226722","191,443420"
"610,234706","4,226740","191,443433"
"611,235090","4,226756","191,443445"
"612,235475","4,226771","191,443456"
"613,235860","4,226784","191,443466"
"614,236245","4,226797","191,443475"
"615,236629","4,226808","191,443483"
"616,237014","4,226818","191,443491"
"617,237399","4,226828","191,443498"
"618,237784","4,226837","191,443505"
"619,238169","4,226845","191,443511"
"620,238553","4,226853","191,443517"
"621,238938","4,226860","191,443522"
"622,239323","4,226866","191,443526"
"623,239708","4,226872","191,443530"
"624,240092","4,226877","191,443534"
"625,240477","4,226881","191,443537"
"626,240862","4,226886","191,443540"
"627,241247","4,226890","191,443543"
"628,241631","4,226893","191,443546"
"629,242016","4,226896","191,443548"
"630,242401","4,226898","191,443550"
"631,242786","4,226900","191,443551"
"632,243170","4,226902","191,443552"
"633,243555","4,226904","191,443554"
"634,243940","4,226906","191,443555"
"635,244325","4,226907","191,443556"
"636,244710","4,226909","191,443557"
"637,245094","4,226910","191,443558"
"638,245479","4,226910","191,443559"
"639,245864","4,226911","191,443559"
"640,246249","4,226912","191,443560"
"641,246633","4,226913","191,443561"
"642,247018","4,226913","191,443561"
"643,247403","4,226914","191,443561"
"644,247788","4,226914","191,443562"
"645,248172","4,226915","191,443562"
"646,248557","4,226915","191,443562"
"647,248942","4,226915","191,443562"
"648,249327","4,226915","191,443562"
"649,249711","4,226916","191,443563"
"650,250096","4,226916","191,443563"
"651,250481","4,226916","191,443563"
"652,250866","4,226916","191,443563"
"653,251250","4,226916","191,443563"
"654,251635","4,226916","191,443563"
"655,252020","4,226916","191,443563"
"656,252405","4,226916","191,443563"
"657,252790","4,226916","191,443563"
"658,253174","4,226916","191,443563"
"659,253559","4,226916","191,443563"
"660,253944","4,226916","191,443563"
"661,254329","4,226916","191,443563"
"662,254713","4,226916","191,443563"
"663,255098","4,226916","191,443563"
"664,255483","4,226916","191,443563"
"665,255868","4,226916","191,443563"
"666,256252","4,226916","191,443563"
"667,256637","4,226916","191,443563"
"668,257022","4,226916","191,443563"
"669,257407","4,226916","191,443563"
"670,257791","4,226916","191,443563"
"671,258176","4,226916","191,443563"
"672,258561","4,226916","191,443563"
"673,258946","4,226916","191,443563"
"674,259331","4,226916","191,443563"
"675,259715","4,226916","191,443563"
"676,260100","4,226916","191,443563"
"677,260485","4,226916","191,443563"
"678,260870","4,226915","191,443563"
"679,261254","4,226915","191,443563"
"680,261639","4,226915","191,443563"
"681,262024","4,226915","191,443563"
"682,262409","4,226915","191,443563"
"683,262793","4,226915","191,443563"
"684,263178","4,226915","191,443563"
"685,263563","4,226915","191,443563"
"686,263948","4,226915","191,443563"
"687,264332","4,226915","191,443563"
"688,264717","4,226915","191,443562"
"689,265102","4,226915","191,443562"
"690,265487","4,226915","191,443562"
"691,265871","4,226915","191,443562"
"692,266256","4,226915","191,443562"
"693,266641","4,226915","191,443562"
"694,267026","4,226915","191,443562"
"695,267411","4,226915","191,443562"
"696,267795","4,226915","191,443562"
"697,268180","4,226915","191,443562"
"698,268565","4,226915","191,443562"
"699,268950","4,226915","191,443562"
"700,269334","4,226915","191,443562"
"701,269719","5,492155","192,370536"
"702,270104","6,401873","193,038100"
"703,270489","7,217015","193,634421"
"704,270873","7,952628","194,171133"
"705,271258","8,616810","194,654576"
"706,271643","9,216500","195,090146"
"707,272028","9,757945","195,482654"
"708,272412","10,246785","195,836417"
"709,272797","10,688124","196,155307"
"710,273182","11,086562","196,442797"
"711,273567","11,446262","196,702009"
"712,273952","11,770979","196,935745"
"713,274336","12,064109","197,146529"
"714,274721","12,328719","197,336630"
"715,275106","12,567578","197,508089"
"716,275491","12,783187","197,662742"
"717,275875","12,977807","197,802246"
"718,276260","13,153480","197,928093"
"719,276645","13,312051","198,041626"
"720,277030","13,455180","198,144053"
"721,277414","13,584369","198,236462"
"722,277799","13,700978","198,319839"
"723,278184","13,806231","198,395068"
"724,278569","13,901240","198,462956"
"725,278953","13,986999","198,524213"
"726,279338","14,064408","198,579490"
"727,279723","14,134274","198,629378"
"728,280108","14,197327","198,674389"
"729,280492","14,254230","198,714968"
"730,280877","14,305582","198,751596"
"731,281262","14,351933","198,784696"
"732,281647","14,393768","198,814561"
"733,282032","14,431531","198,841497"
"734,282416","14,465615","198,865779"
"735,282801","14,496378","198,887700"
"736,283186","14,524140","198,907567"
"737,283571","14,549194","198,925460"
"738,283955","14,571807","198,941511"
"739,284340","14,592217","198,956006"
"740,284725","14,610640","198,969123"
"741,285110","14,627268","198,981039"
"742,285494","14,642277","198,991728"
"743,285879","14,655822","199,001249"
"744,286264","14,668047","199,010047"
"745,286649","14,679080","199,017981"
"746,287033","14,689037","199,025099"
"747,287418","14,698024","199,031522"
"748,287803","14,706135","199,037277"
"749,288188","14,713453","199,042427"
"750,288573","14,720059","199,047165"
"751,288957","14,726021","199,051484"
"752,289342","14,731403","199,055260"
"753,289727","14,736261","199,058685"
"754,290112","14,740646","199,061792"
"755,290496","14,744603","199,064621"
"756,290881","14,748174","199,067169"
"757,291266","14,751396","199,069481"
"758,291651","14,754305","199,071574"
"759,292035","14,756930","199,073423"
"760,292420","14,759299","199,075103"
"761,292805","14,761438","199,076625"
"762,293190","14,763369","199,078002"
"763,293574","14,765112","199,079251"
"764,293959","14,766686","199,080372"
"765,294344","14,768106","199,081380"
"766,294729","14,769388","199,082309"
"767,295114","14,770545","199,083115"
"768,295498","14,771588","199,083854"
"769,295883","14,772532","199,084572"
"770,296268","14,773385","199,085150"
"771,296653","14,774157","199,085690"
"772,297037","14,774852","199,086189"
"773,297422","14,775479","199,086636"
"774,297807","14,776046","199,087040"
"775,298192","14,776554","199,087402"
"776,298576","14,777013","199,087729"
"777,298961","14,777424","199,088022"
"778,299346","14,777795","199,088286"
"779,299731","14,778129","199,088524"
"780,300115","14,778431","199,088740"
"781,300500","14,778702","199,088932"
