tempo,p_man,q_tr
"11479,415160","14,768106","199,081380"
"11494,420931","14,769388","199,082309"
"11509,426703","14,770545","199,083115"
"11524,432474","14,771588","199,083854"
"11539,438245","14,772532","199,084572"
"11554,444017","14,773385","199,085150"
"11569,449788","14,774157","199,085690"
"11584,455560","14,774852","199,086189"
"11599,461331","14,775479","199,086636"
"11614,467103","14,776046","199,087040"
"11629,472874","14,776554","199,087402"
"11644,478646","14,777013","199,087729"
"11659,484417","14,777424","199,088022"
"11674,490189","14,777795","199,088286"
"11689,495960","14,778129","199,088524"
"11704,501731","14,778431","199,088740"
"11719,507503","14,778702","199,088932"
"11734,513274","14,778946","199,089106"
"11749,519046","14,779167","199,089264"
"11764,524817","14,779366","199,089405"
"11779,530589","14,779544","199,089532"
"11794,536360","14,779705","199,089646"
"11809,542132","14,779851","199,089750"
"11824,547903","14,779981","199,089843"
"11839,553674","14,780099","199,089927"
"11854,559446","14,780207","199,090004"
"11869,565217","14,780305","199,090074"
"11884,570989","14,780392","199,090136"
"11899,576760","14,780472","199,090193"
"11914,582532","14,780544","199,090245"
"11929,588303","14,780609","199,090291"
"11944,594075","14,780668","199,090333"
"11959,599846","14,780722","199,090372"
"11974,605618","14,780772","199,090407"
"11989,611389","14,780817","199,090439"
"12004,617160","14,780817","199,090439"
"12019,622932","13,660587","198,295314"
"12034,628703","12,781953","197,666173"
"12049,634475","11,991307","197,098547"
"12064,640246","11,274364","196,582557"
"12079,646018","10,623737","196,113232"
"12094,651789","10,033232","195,686394"
"12109,657561","9,497277","195,298255"
"12124,663332","9,010825","194,945361"
"12139,669104","8,569296","194,624555"
"12154,674875","8,168534","194,332954"
"12169,680646","7,804778","194,067936"
"12184,686418","7,474611","193,827105"
"12199,692189","7,174928","193,608276"
"12214,697961","6,902905","193,409449"
"12229,703732","6,655986","193,228816"
"12244,709504","6,431850","193,064710"
"12259,715275","6,228400","192,915645"
"12274,721047","6,043727","192,780229"
"12289,726818","5,876096","192,657328"
"12304,732589","5,723933","192,545545"
"12319,738361","5,585811","192,444133"
"12334,744132","5,460434","192,352015"
"12349,749904","5,346626","192,268360"
"12364,755675","5,243319","192,192394"
"12379,761447","5,149544","192,123419"
"12394,767218","5,064421","192,060785"
"12409,772990","4,987153","192,003913"
"12424,778761","4,917013","191,952281"
"12439,784533","4,853345","191,905397"
"12454,790304","4,795552","191,862830"
"12469,796075","4,743090","191,824184"
"12484,801847","4,695469","191,789097"
"12499,807618","4,652241","191,757242"
"12514,813390","4,613001","191,728322"
"12529,819161","4,577381","191,702066"
"12544,824933","4,545046","191,678229"
"12559,830704","4,515695","191,656589"
"12574,836476","4,489051","191,636944"
"12589,842247","4,464866","191,619109"
"12604,848018","4,442912","191,602919"
"12619,853790","4,422984","191,588222"
"12634,859561","4,404894","191,574880"
"12649,865333","4,388475","191,562768"
"12664,871104","4,373570","191,551773"
"12679,876876","4,360040","191,541793"
"12694,882647","4,347759","191,532733"
"12709,888419","4,336611","191,524508"
"12724,894190","4,326491","191,517042"
"12739,899962","4,317305","191,510264"
"12754,905733","4,308966","191,504111"
"12769,911504","4,301397","191,498526"
"12784,917276","4,294527","191,493457"
"12799,923047","4,288290","191,488855"
"12814,928819","4,282630","191,484678"
"12829,934590","4,277491","191,480887"
"12844,940362","4,272827","191,477445"
"12859,946133","4,268593","191,474321"
"12874,951905","4,264750","191,471484"
"12889,957676","4,261260","191,468909"
"12904,963447","4,258093","191,466572"
"12919,969219","4,255217","191,464449"
"12934,974990","4,252607","191,462523"
"12949,980762","4,250237","191,460774"
"12964,986533","4,248086","191,459187"
"12979,992305","4,246133","191,457746"
"12994,998076","4,244361","191,456438"
"13010,003848","4,242752","191,455250"
"13025,009619","4,241292","191,454173"
"13040,015391","4,239966","191,453194"
"13055,021162","4,238762","191,452306"
"13070,026933","4,237670","191,451500"
"13085,032705","4,236678","191,450767"
"13100,038476","4,235777","191,450103"
"13115,044248","4,234960","191,449500"
"13130,050019","4,234218","191,448952"
"13145,055791","4,233545","191,448455"
"13160,061562","4,232933","191,448004"
"13175,067334","4,232378","191,447594"
"13190,073105","4,231874","191,447222"
"13205,078876","4,231417","191,446885"
"13220,084648","4,231002","191,446578"
"13235,090419","4,230625","191,446300"
"13250,096191","4,230283","191,446048"
"13265,101962","4,229972","191,445819"
"13280,107734","4,229690","191,445610"
"13295,113505","4,229434","191,445422"
"13310,119277","4,229202","191,445250"
"13325,125048","4,228991","191,445094"
"13340,130820","4,228800","191,444953"
"13355,136591","4,228626","191,444825"
"13370,142362","4,228468","191,444709"
"13385,148134","4,228325","191,444603"
"13400,153905","4,228195","191,444507"
"13415,159677","4,228078","191,444420"
"13430,165448","4,227971","191,444342"
"13445,171220","4,227874","191,444270"
"13460,176991","4,227787","191,444206"
"13475,182763","4,227707","191,444147"
"13490,188534","4,227634","191,444093"
"13505,194306","4,227634","191,444093"
"13520,200077","4,227569","191,444045"
"13535,205848","4,227511","191,444002"
"13550,211620","4,227459","191,443964"
"13565,217391","4,227411","191,443928"
"13580,223163","4,227366","191,443895"
"13595,228934","4,227325","191,443865"
"13610,234706","4,227287","191,443837"
"13625,240477","4,227252","191,443811"
"13640,246249","4,227220","191,443788"
"13655,252020","4,227191","191,443766"
"13670,257791","4,227165","191,443747"
"13685,263563","4,227141","191,443729"
"13700,269334","4,227119","191,443713"
"13715,275106","4,227099","191,443698"
"13730,280877","4,227081","191,443685"
"13745,286649","4,227065","191,443673"
"13760,292420","4,227050","191,443662"
"13775,298192","4,227037","191,443652"
"13790,303963","4,227025","191,443643"
"13805,309735","4,227014","191,443635"
"13820,315506","4,227004","191,443628"
"13835,321277","4,226995","191,443621"
"13850,327049","4,226987","191,443616"
"13865,332820","4,226980","191,443610"
"13880,338592","4,226974","191,443606"
"13895,344363","4,226968","191,443602"
"13910,350135","4,226963","191,443598"
"13925,355906","4,226959","191,443594"
"13940,361678","4,226955","191,443592"
"13955,367449","4,226951","191,443589"
"13970,373220","4,226948","191,443586"
"13985,378992","4,226945","191,443584"
"14000,384763","4,226942","191,443582"
"14015,390535","4,226940","191,443581"
"14030,396306","4,226938","191,443579"
"14045,402078","4,226936","191,443578"
"14060,407849","4,226935","191,443577"
"14075,413621","4,226933","191,443576"
"14090,419392","4,226932","191,443575"
"14105,425164","4,226931","191,443574"
"14120,430935","4,226930","191,443573"
"14135,436706","4,226929","191,443572"
"14150,442478","4,226927","191,443571"
"14165,448249","4,226926","191,443571"
"14180,454021","4,226925","191,443570"
"14195,459792","4,226924","191,443569"
"14210,465564","4,226924","191,443569"
"14225,471335","4,226923","191,443568"
"14240,477107","4,226922","191,443567"
"14255,482878","4,226922","191,443567"
"14270,488649","4,226921","191,443567"
"14285,494421","4,226921","191,443567"
"14300,500192","4,226921","191,443566"
"14315,505964","4,226920","191,443566"
"14330,511735","4,226920","191,443566"
"14345,517507","4,226920","191,443566"
"14360,523278","4,226919","191,443565"
"14375,529050","4,226919","191,443565"
"14390,534821","4,226919","191,443565"
"14405,540593","4,226919","191,443565"
"14420,546364","4,226919","191,443565"
"14435,552135","4,226918","191,443565"
"14450,557907","4,226918","191,443565"
"14465,563678","4,226918","191,443564"
"14480,569450","4,226918","191,443564"
"14495,575221","4,226918","191,443564"
"14510,580993","4,226918","191,443564"
"14525,586764","4,226918","191,443564"
"14540,592536","4,226917","191,443564"
"14555,598307","4,226917","191,443564"
"14570,604078","4,226917","191,443564"
"14585,609850","4,226917","191,443564"
"14600,615621","4,226917","191,443564"
"14615,621393","4,226917","191,443563"
"14630,627164","4,226917","191,443563"
"14645,632936","4,226917","191,443563"
"14660,638707","4,226917","191,443563"
"14675,644479","4,226917","191,443563"
"14690,650250","4,226917","191,443563"
"14705,656022","4,226917","191,443563"
"14720,661793","4,226917","191,443563"
"14735,667564","4,226916","191,443563"
"14750,673336","4,226916","191,443563"
"14765,679107","4,226916","191,443563"
"14780,684879","4,226916","191,443563"
"14795,690650","4,226916","191,443563"
"14810,696422","4,226916","191,443563"
"14825,702193","4,226916","191,443563"
"14840,707965","4,226916","191,443563"
"14855,713736","4,226916","191,443563"
"14870,719508","4,226916","191,443563"
"14885,725279","4,226916","191,443563"
"14900,731050","4,226916","191,443563"
"14915,736822","4,226916","191,443563"
"14930,742593","4,226916","191,443563"
"14945,748365","4,226916","191,443563"
"14960,754136","4,226916","191,443563"
"14975,759908","4,226916","191,443563"
"14990,765679","4,226916","191,443563"
"15005,771451","4,226916","191,443563"
"15020,777222","3,705507","191,061095"
"15035,782993","3,171147","190,665625"
"15050,788765","2,687264","190,306869"
"15065,794536","2,249214","189,981564"
"15080,800308","1,852657","189,686639"
"15095,806079","1,493660","189,419288"
"15110,811851","1,168659","189,176960"
"15125,817622","0,874432","188,957336"
"15140,823394","0,608063","188,758306"
"15155,829165","0,366911","188,577955"
"15170,834937","0,148587","188,414541"
"15185,840708","-0,049071","188,266484"
"15200,846479","-0,228021","188,132351"
"15215,852251","-0,390035","188,010837"
"15230,858022","-0,536715","187,900762"
"15245,863794","-0,669514","187,801054"
"15260,869565","-0,789746","187,710740"
"15275,875337","-0,898601","187,628939"
"15290,881108","-0,997156","187,554850"
"15305,886880","-1,086384","187,487748"
"15320,892651","-1,167170","187,426978"
"15335,898422","-1,240313","187,371941"
"15350,904194","-1,306534","187,322099"
"15365,909965","-1,366490","187,276966"
"15380,915737","-1,420774","187,236088"
"15395,921508","-1,469921","187,199074"
"15410,927280","-1,514419","187,165566"
"15425,933051","-1,554707","187,135195"
"15440,938823","-1,591182","187,107725"
"15455,944594","-1,624209","187,082845"
"15470,950366","-1,654112","187,060218"
"15485,956137","-1,681184","187,039995"
"15500,961908","-1,705695","187,021445"
"15515,967680","-1,727886","187,004673"
"15530,973451","-1,747978","186,989568"
"15545,979223","-1,766169","186,975754"
"15560,984994","-1,782640","186,963458"
"15575,990766","-1,797552","186,952050"
"15590,996537","-1,811054","186,942133"
"15606,002309","-1,823278","186,932674"
"15621,008080","-1,834346","186,924432"
"15636,013851","-1,844367","186,916857"
"15651,019623","-1,853440","186,910014"
"15666,025394","-1,861654","186,903818"
"15681,031166","-1,869092","186,898208"
"15696,036937","-1,875826","186,893129"
"15711,042709","-1,881923","186,888530"
"15726,048480","-1,887443","186,884366"
"15741,054252","-1,892441","186,880596"
"15756,060023","-1,896966","186,877182"
"15771,065795","-1,901063","186,874092"
"15786,071566","-1,904772","186,871293"
"15801,077337","-1,908130","186,868760"
"15816,083109","-1,911170","186,866467"
"15831,088880","-1,913923","186,864390"
"15846,094652","-1,916416","186,862510"
"15861,100423","-1,918672","186,860807"
"15876,106195","-1,920715","186,859266"
"15891,111966","-1,922565","186,857870"
"15906,117738","-1,924240","186,856607"
"15921,123509","-1,925756","186,855463"
"15936,129280","-1,927129","186,854427"
"15951,135052","-1,928373","186,853489"
"15966,140823","-1,929498","186,852640"
"15981,146595","-1,930517","186,851871"
"15996,152366","-1,931440","186,851175"
"16011,158138","-1,932275","186,850544"
"16026,163909","-1,933032","186,849974"
"16041,169681","-1,933717","186,849457"
"16056,175452","-1,934337","186,848989"
"16071,181224","-1,934898","186,848566"
"16086,186995","-1,935407","186,848182"
"16101,192766","-1,935867","186,847835"
"16116,198538","-1,936284","186,847520"
"16131,204309","-1,936661","186,847236"
"16146,210081","-1,937002","186,846978"
"16161,215852","-1,937312","186,846745"
"16176,221624","-1,937592","186,846533"
"16191,227395","-1,937845","186,846342"
"16206,233167","-1,938075","186,846169"
"16221,238938","-1,938283","186,846012"
"16236,244710","-1,938471","186,845870"
"16251,250481","-1,938641","186,845742"
"16266,256252","-1,938796","186,845625"
"16281,262024","-1,938935","186,845520"
"16296,267795","-1,939062","186,845424"
"16311,273567","-1,939176","186,845338"
"16326,279338","-1,939280","186,845260"
"16341,285110","-1,939373","186,845189"
"16356,290881","-1,939458","186,845125"
"16371,296653","-1,939535","186,845068"
"16386,302424","-1,939604","186,845015"
"16401,308195","-1,939667","186,844968"
"16416,313967","-1,939724","186,844925"
"16431,319738","-1,939775","186,844886"
"16446,325510","-1,939822","186,844851"
"16461,331281","-1,939864","186,844819"
"16476,337053","-1,939903","186,844790"
"16491,342824","-1,939937","186,844764"
"16506,348596","-1,939937","186,844764"
"16521,354367","-1,451497","187,210211"
"16536,360139","-0,928261","187,603900"
"16551,365910","-0,452809","187,960994"
"16566,371681","-0,021169","188,284652"
"16581,377453","0,370665","188,578027"
"16596,383224","0,726360","188,843988"
"16611,388996","1,049251","189,085126"
"16626,394767","1,342360","189,303782"
"16641,400539","1,608436","189,502074"
"16656,406310","1,849970","189,681914"
"16671,412082","2,069227","189,845033"
"16686,417853","2,268261","189,992998"
"16701,423624","2,448937","190,127224"
"16716,429396","2,612947","190,248995"
"16731,435167","2,761830","190,359474"
"16746,440939","2,896979","190,459712"
"16761,446710","3,019663","190,550662"
"16776,452482","3,131030","190,633189"
"16791,458253","3,232124","190,708075"
"16806,464025","3,323893","190,776031"
"16821,469796","3,407196","190,837699"
"16836,475568","3,482815","190,893663"
"16851,481339","3,551458","190,944451"
"16866,487110","3,613769","190,990543"
"16881,492882","3,670330","191,032374"
"16896,498653","3,721675","191,070339"
"16911,504425","3,768282","191,104796"
"16926,510196","3,810590","191,136069"
"16941,515968","3,848995","191,164453"
"16956,521739","3,883857","191,190216"
"16971,527511","3,915504","191,213600"
"16986,533282","3,944231","191,234824"
"17001,539053","3,970308","191,254088"
"17016,544825","3,993980","191,271574"
"17031,550596","4,015468","191,287446"
"17046,556368","4,034974","191,301852"
"17061,562139","4,052680","191,314929"
"17076,567911","4,068753","191,326798"
"17091,573682","4,083343","191,337572"
"17106,579454","4,096588","191,347352"
"17121,585225","4,108610","191,356229"
"17136,590997","4,119524","191,364287"
"17151,596768","4,129431","191,371602"
"17166,602539","4,138424","191,378241"
"17181,608311","4,146587","191,384268"
"17196,614082","4,153997","191,389738"
"17211,619854","4,160724","191,394704"
"17226,625625","4,166830","191,399212"
"17241,631397","4,172373","191,403303"
"17256,637168","4,177404","191,407018"
"17271,642940","4,181972","191,410389"
"17286,648711","4,186118","191,413450"
"17301,654482","4,189881","191,416228"
"17316,660254","4,193298","191,418749"
"17331,666025","4,196399","191,421039"
"17346,671797","4,199214","191,423117"
"17361,677568","4,201770","191,425003"
"17376,683340","4,204089","191,426715"
"17391,689111","4,206195","191,428269"
"17406,694883","4,208106","191,429680"
"17421,700654","4,209841","191,430960"
"17436,706426","4,211415","191,432122"
"17451,712197","4,212844","191,433177"
"17466,717968","4,214141","191,434134"
"17481,723740","4,215318","191,435003"
"17496,729511","4,216387","191,435792"
"17511,735283","4,217357","191,436508"
"17526,741054","4,218237","191,437157"
"17541,746826","4,219037","191,437748"
"17556,752597","4,219762","191,438283"
"17571,758369","4,220421","191,438769"
"17586,764140","4,221020","191,439211"
"17601,769912","4,221563","191,439612"
"17616,775683","4,222056","191,439976"
"17631,781454","4,222504","191,440306"
"17646,787226","4,222910","191,440606"
"17661,792997","4,223279","191,440879"
"17676,798769","4,223614","191,441126"
"17691,804540","4,223919","191,441351"
"17706,810312","4,224195","191,441554"
"17721,816083","4,224445","191,441739"
"17736,821855","4,224673","191,441907"
"17751,827626","4,224879","191,442060"
"17766,833397","4,225067","191,442198"
"17781,839169","4,225237","191,442324"
"17796,844940","4,225392","191,442438"
"17811,850712","4,225532","191,442541"
"17826,856483","4,225659","191,442635"
"17841,862255","4,225775","191,442721"
"17856,868026","4,225880","191,442798"
"17871,873798","4,225976","191,442869"
"17886,879569","4,226062","191,442933"
"17901,885341","4,226141","191,442991"
"17916,891112","4,226212","191,443043"
"17931,896883","4,226277","191,443091"
"17946,902655","4,226336","191,443135"
"17961,908426","4,226389","191,443174"
"17976,914198","4,226438","191,443210"
"17991,919969","4,226482","191,443242"
"18006,925741","4,226482","191,443242"
"18021,931512","4,226521","191,443271"
"18036,937284","4,226556","191,443297"
"18051,943055","4,226585","191,443319"
"18066,948826","4,226614","191,443340"
"18081,954598","4,226639","191,443358"
"18096,960369","4,226663","191,443376"
"18111,966141","4,226683","191,443391"
"18126,971912","4,226704","191,443406"
"18141,977684","4,226722","191,443420"
"18156,983455","4,226740","191,443433"
"18171,989227","4,226756","191,443445"
"18186,994998","4,226771","191,443456"
"18202,000770","4,226784","191,443466"
"18217,006541","4,226797","191,443475"
"18232,012312","4,226808","191,443483"
"18247,018084","4,226818","191,443491"
"18262,023855","4,226828","191,443498"
"18277,029627","4,226837","191,443505"
"18292,035398","4,226845","191,443511"
"18307,041170","4,226853","191,443517"
"18322,046941","4,226860","191,443522"
"18337,052713","4,226866","191,443526"
"18352,058484","4,226872","191,443530"
"18367,064255","4,226877","191,443534"
"18382,070027","4,226881","191,443537"
"18397,075798","4,226886","191,443540"
"18412,081570","4,226890","191,443543"
"18427,087341","4,226893","191,443546"
"18442,093113","4,226896","191,443548"
"18457,098884","4,226898","191,443550"
"18472,104656","4,226900","191,443551"
"18487,110427","4,226902","191,443552"
"18502,116199","4,226904","191,443554"
"18517,121970","4,226906","191,443555"
"18532,127741","4,226907","191,443556"
"18547,133513","4,226909","191,443557"
"18562,139284","4,226910","191,443558"
"18577,145056","4,226910","191,443559"
"18592,150827","4,226911","191,443559"
"18607,156599","4,226912","191,443560"
"18622,162370","4,226913","191,443561"
"18637,168142","4,226913","191,443561"
"18652,173913","4,226914","191,443561"
"18667,179684","4,226914","191,443562"
"18682,185456","4,226915","191,443562"
"18697,191227","4,226915","191,443562"
"18712,196999","4,226915","191,443562"
"18727,202770","4,226915","191,443562"
"18742,208542","4,226916","191,443563"
"18757,214313","4,226916","191,443563"
"18772,220085","4,226916","191,443563"
"18787,225856","4,226916","191,443563"
"18802,231628","4,226916","191,443563"
"18817,237399","4,226916","191,443563"
"18832,243170","4,226916","191,443563"
"18847,248942","4,226916","191,443563"
"18862,254713","4,226916","191,443563"
"18877,260485","4,226916","191,443563"
"18892,266256","4,226916","191,443563"
"18907,272028","4,226916","191,443563"
"18922,277799","4,226916","191,443563"
"18937,283571","4,226916","191,443563"
"18952,289342","4,226916","191,443563"
"18967,295114","4,226916","191,443563"
"18982,300885","4,226916","191,443563"
"18997,306656","4,226916","191,443563"
"19012,312428","4,226916","191,443563"
"19027,318199","4,226916","191,443563"
"19042,323971","4,226916","191,443563"
"19057,329742","4,226916","191,443563"
"19072,335514","4,226916","191,443563"
"19087,341285","4,226916","191,443563"
"19102,347057","4,226916","191,443563"
"19117,352828","4,226916","191,443563"
"19132,358599","4,226916","191,443563"
"19147,364371","4,226916","191,443563"
"19162,370142","4,226916","191,443563"
"19177,375914","4,226915","191,443563"
"19192,381685","4,226915","191,443563"
"19207,387457","4,226915","191,443563"
"19222,393228","4,226915","191,443563"
"19237,399000","4,226915","191,443563"
"19252,404771","4,226915","191,443563"
"19267,410543","4,226915","191,443563"
"19282,416314","4,226915","191,443563"
"19297,422085","4,226915","191,443563"
"19312,427857","4,226915","191,443563"
"19327,433628","4,226915","191,443562"
"19342,439400","4,226915","191,443562"
"19357,445171","4,226915","191,443562"
"19372,450943","4,226915","191,443562"
"19387,456714","4,226915","191,443562"
"19402,462486","4,226915","191,443562"
"19417,468257","4,226915","191,443562"
"19432,474028","4,226915","191,443562"
"19447,479800","4,226915","191,443562"
"19462,485571","4,226915","191,443562"
"19477,491343","4,226915","191,443562"
"19492,497114","4,226915","191,443562"
"19507,502886","4,226915","191,443562"
"19522,508657","5,492155","192,370536"
"19537,514429","6,401873","193,038100"
"19552,520200","7,217015","193,634421"
"19567,525972","7,952628","194,171133"
"19582,531743","8,616810","194,654576"
"19597,537514","9,216500","195,090146"
"19612,543286","9,757945","195,482654"
"19627,549057","10,246785","195,836417"
"19642,554829","10,688124","196,155307"
"19657,560600","11,086562","196,442797"
"19672,566372","11,446262","196,702009"
"19687,572143","11,770979","196,935745"
"19702,577915","12,064109","197,146529"
"19717,583686","12,328719","197,336630"
"19732,589457","12,567578","197,508089"
"19747,595229","12,783187","197,662742"
"19762,601000","12,977807","197,802246"
"19777,606772","13,153480","197,928093"
"19792,612543","13,312051","198,041626"
"19807,618315","13,455180","198,144053"
"19822,624086","13,584369","198,236462"
"19837,629858","13,700978","198,319839"
"19852,635629","13,806231","198,395068"
"19867,641401","13,901240","198,462956"
"19882,647172","13,986999","198,524213"
"19897,652943","14,064408","198,579490"
"19912,658715","14,134274","198,629378"
"19927,664486","14,197327","198,674389"
"19942,670258","14,254230","198,714968"
"19957,676029","14,305582","198,751596"
"19972,681801","14,351933","198,784696"
"19987,687572","14,393768","198,814561"
"20002,693344","14,431531","198,841497"
"20017,699115","14,465615","198,865779"
"20032,704886","14,496378","198,887700"
"20047,710658","14,524140","198,907567"
"20062,716429","14,549194","198,925460"
"20077,722201","14,571807","198,941511"
"20092,727972","14,592217","198,956006"
"20107,733744","14,610640","198,969123"
"20122,739515","14,627268","198,981039"
"20137,745287","14,642277","198,991728"
"20152,751058","14,655822","199,001249"
"20167,756830","14,668047","199,010047"
"20182,762601","14,679080","199,017981"
"20197,768372","14,689037","199,025099"
"20212,774144","14,698024","199,031522"
"20227,779915","14,706135","199,037277"
"20242,785687","14,713453","199,042427"
"20257,791458","14,720059","199,047165"
"20272,797230","14,726021","199,051484"
"20287,803001","14,731403","199,055260"
"20302,808773","14,736261","199,058685"
"20317,814544","14,740646","199,061792"
"20332,820316","14,744603","199,064621"
"20347,826087","14,748174","199,067169"
"20362,831858","14,751396","199,069481"
"20377,837630","14,754305","199,071574"
"20392,843401","14,756930","199,073423"
"20407,849173","14,759299","199,075103"
"20422,854944","14,761438","199,076625"
"20437,860716","14,763369","199,078002"
"20452,866487","14,765112","199,079251"
"20467,872259","14,766686","199,080372"
"20482,878030","14,768106","199,081380"
"20497,883801","14,769388","199,082309"
"20512,889573","14,770545","199,083115"
"20527,895344","14,771588","199,083854"
"20542,901116","14,772532","199,084572"
"20557,906887","14,773385","199,085150"
"20572,912659","14,774157","199,085690"
"20587,918430","14,774852","199,086189"
"20602,924202","14,775479","199,086636"
"20617,929973","14,776046","199,087040"
"20632,935745","14,776554","199,087402"
"20647,941516","14,777013","199,087729"
"20662,947287","14,777424","199,088022"
"20677,953059","14,777795","199,088286"
"20692,958830","14,778129","199,088524"
"20707,964602","14,778431","199,088740"
"20722,970373","14,778702","199,088932"
"20737,976145","14,778946","199,089106"
"20752,981916","14,779167","199,089264"
"20767,987688","14,779366","199,089405"
"20782,993459","14,779544","199,089532"
"20797,999230","14,779705","199,089646"
"20813,005002","14,779851","199,089750"
"20828,010773","14,779981","199,089843"
"20843,016545","14,780099","199,089927"
"20858,022316","14,780207","199,090004"
"20873,028088","14,780305","199,090074"
"20888,033859","14,780392","199,090136"
"20903,039631","14,780472","199,090193"
"20918,045402","14,780544","199,090245"
"20933,051174","14,780609","199,090291"
"20948,056945","14,780668","199,090333"
"20963,062716","14,780722","199,090372"
"20978,068488","14,780772","199,090407"
"20993,074259","14,780817","199,090439"
"21008,080031","14,780817","199,090439"
"21023,085802","13,660587","198,295314"
"21038,091574","12,781953","197,666173"
"21053,097345","11,991307","197,098547"
"21068,103117","11,274364","196,582557"
"21083,108888","10,623737","196,113232"
"21098,114659","10,033232","195,686394"
"21113,120431","9,497277","195,298255"
"21128,126202","9,010825","194,945361"
"21143,131974","8,569296","194,624555"
"21158,137745","8,168534","194,332954"
"21173,143517","7,804778","194,067936"
"21188,149288","7,474611","193,827105"
"21203,155060","7,174928","193,608276"
"21218,160831","6,902905","193,409449"
"21233,166603","6,655986","193,228816"
"21248,172374","6,431850","193,064710"
"21263,178145","6,228400","192,915645"
"21278,183917","6,043727","192,780229"
"21293,189688","5,876096","192,657328"
"21308,195460","5,723933","192,545545"
"21323,201231","5,585811","192,444133"
"21338,207003","5,460434","192,352015"
"21353,212774","5,346626","192,268360"
"21368,218546","5,243319","192,192394"
"21383,224317","5,149544","192,123419"
"21398,230088","5,064421","192,060785"
"21413,235860","4,987153","192,003913"
"21428,241631","4,917013","191,952281"
"21443,247403","4,853345","191,905397"
"21458,253174","4,795552","191,862830"
"21473,258946","4,743090","191,824184"
"21488,264717","4,695469","191,789097"
"21503,270489","4,652241","191,757242"
"21518,276260","4,613001","191,728322"
"21533,282032","4,577381","191,702066"
"21548,287803","4,545046","191,678229"
"21563,293574","4,515695","191,656589"
"21578,299346","4,489051","191,636944"
"21593,305117","4,464866","191,619109"
"21608,310889","4,442912","191,602919"
"21623,316660","4,422984","191,588222"
"21638,322432","4,404894","191,574880"
"21653,328203","4,388475","191,562768"
"21668,333975","4,373570","191,551773"
"21683,339746","4,360040","191,541793"
"21698,345518","4,347759","191,532733"
"21713,351289","4,336611","191,524508"
"21728,357060","4,326491","191,517042"
"21743,362832","4,317305","191,510264"
"21758,368603","4,308966","191,504111"
"21773,374375","4,301397","191,498526"
"21788,380146","4,294527","191,493457"
"21803,385918","4,288290","191,488855"
"21818,391689","4,282630","191,484678"
"21833,397461","4,277491","191,480887"
"21848,403232","4,272827","191,477445"
"21863,409003","4,268593","191,474321"
"21878,414775","4,264750","191,471484"
"21893,420546","4,261260","191,468909"
"21908,426318","4,258093","191,466572"
"21923,432089","4,255217","191,464449"
"21938,437861","4,252607","191,462523"
"21953,443632","4,250237","191,460774"
"21968,449404","4,248086","191,459187"
"21983,455175","4,246133","191,457746"
"21998,460947","4,244361","191,456438"
"22013,466718","4,242752","191,455250"
"22028,472489","4,241292","191,454173"
"22043,478261","4,239966","191,453194"
"22058,484032","4,238762","191,452306"
"22073,489804","4,237670","191,451500"
"22088,495575","4,236678","191,450767"
"22103,501347","4,235777","191,450103"
"22118,507118","4,234960","191,449500"
"22133,512890","4,234218","191,448952"
"22148,518661","4,233545","191,448455"
"22163,524432","4,232933","191,448004"
"22178,530204","4,232378","191,447594"
"22193,535975","4,231874","191,447222"
"22208,541747","4,231417","191,446885"
"22223,547518","4,231002","191,446578"
"22238,553290","4,230625","191,446300"
"22253,559061","4,230283","191,446048"
"22268,564833","4,229972","191,445819"
"22283,570604","4,229690","191,445610"
"22298,576376","4,229434","191,445422"
"22313,582147","4,229202","191,445250"
"22328,587918","4,228991","191,445094"
"22343,593690","4,228800","191,444953"
"22358,599461","4,228626","191,444825"
"22373,605233","4,228468","191,444709"
"22388,611004","4,228325","191,444603"
"22403,616776","4,228195","191,444507"
"22418,622547","4,228078","191,444420"
"22433,628319","4,227971","191,444342"
"22448,634090","4,227874","191,444270"
"22463,639861","4,227787","191,444206"
"22478,645633","4,227707","191,444147"
"22493,651404","4,227634","191,444093"
"22508,657176","4,227634","191,444093"
"22523,662947","4,227569","191,444045"
"22538,668719","4,227511","191,444002"
"22553,674490","4,227459","191,443964"
"22568,680262","4,227411","191,443928"
"22583,686033","4,227366","191,443895"
"22598,691805","4,227325","191,443865"
"22613,697576","4,227287","191,443837"
"22628,703347","4,227252","191,443811"
"22643,709119","4,227220","191,443788"
"22658,714890","4,227191","191,443766"
"22673,720662","4,227165","191,443747"
"22688,726433","4,227141","191,443729"
"22703,732205","4,227119","191,443713"
"22718,737976","4,227099","191,443698"
"22733,743748","4,227081","191,443685"
"22748,749519","4,227065","191,443673"
"22763,755290","4,227050","191,443662"
"22778,761062","4,227037","191,443652"
"22793,766833","4,227025","191,443643"
"22808,772605","4,227014","191,443635"
"22823,778376","4,227004","191,443628"
"22838,784148","4,226995","191,443621"
"22853,789919","4,226987","191,443616"
"22868,795691","4,226980","191,443610"
"22883,801462","4,226974","191,443606"
"22898,807234","4,226968","191,443602"
"22913,813005","4,226963","191,443598"
"22928,818776","4,226959","191,443594"
"22943,824548","4,226955","191,443592"
"22958,830319","4,226951","191,443589"
"22973,836091","4,226948","191,443586"
"22988,841862","4,226945","191,443584"
"23003,847634","4,226942","191,443582"
"23018,853405","4,226940","191,443581"
"23033,859177","4,226938","191,443579"
